,Номер,Наименование водного объекта,Азот нитритный,Азот аммонийный,Азот нитратный,Фенол,Нефтепродукты,Органические вещества (по ХПК),Железо,Медь,Цинк,Марганец,БПК5,Период наблюдений,Дата модификации
585,586,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 14:18:02
586,587,"р. Тобол, выше г. Ялуторовска",0,0,0,0,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 14:20:01
587,588,"р. Тобол, выше г. Ялуторовска",0,0,0,1,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 14:20:30
588,589,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 14:21:18
589,590,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 14:21:46
590,591,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 14:22:21
591,592,"р. Тобол, ниже г. Ялуторовска",0,0,0,1,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 14:22:51
592,593,"р. Тобол, в створе с. Иевлево",0,1,0,1,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 14:23:47
593,594,"р. Тобол, в створе с. Иевлево",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 14:25:19
594,595,"р. Тобол, в створе с. Иевлево",0,0,0,0,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 14:25:45
595,596,"р. Тобол, в створе с. Иевлево",0,1,0,0,0,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 14:26:16
596,597,"р. Тура, в створе с. Салаирка",0,1,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:25:20
597,598,"р. Тура, в створе с. Салаирка",0,1,0,1,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:26:04
598,599,"р. Тура, выше г. Тюмени",0,1,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:27:26
599,600,"р. Тура, выше г. Тюмени",1,1,0,0,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:28:38
600,601,"р. Тура, ниже г. Тюмени",1,1,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:29:14
601,602,"р. Тура, ниже г. Тюмени",1,1,0,1,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:29:44
602,603,"р. Тура, в створе с. Покровское",1,1,0,0,1,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:30:30
603,604,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:31:06
604,605,"р. Ишим, в створе с. Ильинское",0,1,0,1,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:31:56
605,606,"р. Ишим, выше г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:36:40
606,607,"р. Ишим, выше г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:37:15
607,608,"р. Ишим, ниже г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:37:51
608,609,"р. Ишим, ниже г. Ишима",0,1,0,1,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:38:18
609,610,"р. Ишим, в створе с. Абатское",0,0,0,1,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:39:02
610,611,"р. Тобол, в створе с. Коркино",0,0,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:39:34
611,612,"р. Тобол, в створе с. Коркино",0,0,0,0,1,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:40:03
612,613,"р. Тобол, выше г. Ялуторовска",0,0,0,0,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:40:46
613,614,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:41:09
614,615,"р. Тобол, ниже г. Ялуторовска",0,0,0,1,1,1,0,0,0,0,0,2019-09-20 00:00:00,2019-11-27 17:41:48
615,616,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,1,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:42:15
616,617,"р. Тобол, в створе с. Иевлево",0,0,0,0,1,1,0,0,0,0,0,2019-10-21 00:00:00,2019-11-27 17:42:53
617,618,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 09:53:54
618,619,"р. Тура, выше г. Тюмени",0,1,0,1,0,1,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 09:55:27
619,620,"р. Тура, ниже г. Тюмени",0,1,0,1,0,1,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 09:56:13
620,621,"р. Ишим, в створе с. Ильинское",0,0,0,1,0,0,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 09:57:59
621,622,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 09:58:43
622,623,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 09:59:21
623,624,"р. Тобол, в створе с. Коркино",0,0,0,0,0,1,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 10:00:42
624,625,"р. Тобол, выше г. Ялуторовска",0,0,0,1,0,1,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 10:02:30
625,626,"р. Тобол, ниже г. Ялуторовска",0,0,0,1,0,1,0,0,0,0,0,2019-11-20 00:00:00,2019-12-12 10:03:10
626,628,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,1,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:30:36
627,629,"р. Тура, выше г. Тюмени",0,1,0,0,0,1,1,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:33:49
628,630,"р. Тура, ниже г. Тюмени",0,1,0,0,0,1,1,1,0,1,1,2019-12-20 00:00:00,2020-01-29 17:35:05
629,631,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:36:46
630,632,"р. Ишим, выше г. Ишима",0,0,0,0,0,1,0,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:37:29
631,633,"р. Ишим, ниже г. Ишима",0,0,0,0,0,1,1,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:38:17
632,634,"р. Тобол, в створе с. Коркино",1,0,0,1,0,1,0,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:39:16
633,635,"р. Тобол, выше г. Ялуторовска",1,1,0,1,0,1,1,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:40:12
634,636,"р. Тобол, ниже г. Ялуторовска",1,1,0,1,0,1,1,1,0,1,0,2019-12-20 00:00:00,2020-01-29 17:41:06
635,637,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,1,1,0,1,0,2020-01-20 00:00:00,2020-02-27 10:43:21
636,638,"р. Тура, выше г. Тюмени",0,1,0,1,0,1,1,1,0,1,0,2020-01-20 00:00:00,2020-02-27 10:45:50
637,639,"р. Тура, ниже г. Тюмени",0,1,0,1,0,1,1,1,0,1,1,2020-01-20 00:00:00,2020-02-27 10:46:56
638,640,"р. Ишим, в створе с. Ильинское",0,0,0,1,0,0,0,1,0,1,0,2020-01-20 00:00:00,2020-02-27 10:48:07
639,641,"р. Ишим, выше г. Ишима",0,0,0,1,0,0,0,1,0,1,0,2020-01-20 00:00:00,2020-02-27 10:48:55
640,642,"р. Ишим, ниже г. Ишима",0,0,0,1,0,0,0,1,0,1,0,2020-01-20 00:00:00,2020-02-27 10:49:40
641,643,"р. Тобол, в створе с. Коркино",1,1,0,0,1,1,0,1,0,1,0,2020-01-20 00:00:00,2020-02-27 10:50:37
642,644,"р. Тобол, выше г. Ялуторовска",0,1,0,1,1,1,1,1,0,1,1,2020-01-20 00:00:00,2020-02-27 10:51:33
643,645,"р. Тобол, ниже г. Ялуторовска",0,1,0,1,1,1,1,1,0,1,1,2020-01-20 00:00:00,2020-02-27 10:52:33
644,646,"р. Тура, в створе с. Салаирка",1,1,0,1,1,1,1,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:09:02
645,647,"р. Тура, выше г. Тюмени",1,1,0,1,1,1,1,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:09:40
646,648,"р. Тура, ниже г. Тюмени",1,1,0,1,1,1,1,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:10:16
647,649,"р. Тура, в створе с. Покровское",1,1,0,0,1,1,1,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:15:20
648,650,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:24:43
649,651,"р. Ишим, выше г. Ишима",0,0,0,1,1,1,0,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:25:38
650,652,"р. Ишим, ниже г. Ишима",1,0,0,1,0,1,0,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:26:27
651,653,"р. Ишим, в створе с. Абатское",1,1,0,1,1,1,0,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:27:21
652,654,"р. Тобол, в створе с. Коркино",1,1,0,1,1,1,0,0,0,1,1,2020-02-20 00:00:00,2020-03-13 10:30:26
653,655,"р. Тобол, выше г. Ялуторовска",1,1,0,1,1,1,1,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:31:26
654,656,"р. Тобол, ниже г. Ялуторовска",1,1,0,1,1,1,1,1,0,1,0,2020-02-20 00:00:00,2020-03-13 10:32:06
655,657,"р. Тобол, в створе с. Иевлево",1,1,0,0,1,1,1,1,0,1,1,2020-02-20 00:00:00,2020-03-13 10:33:06
656,658,"р. Тура, в створе с. Салаирка",1,1,0,1,1,1,1,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:30:13
657,659,"р. Тура, выше г. Тюмени",1,1,0,1,1,1,1,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:29:31
658,660,"р. Тура, ниже г. Тюмени",1,1,0,1,1,1,1,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:31:18
659,661,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:33:09
660,662,"р. Ишим, выше г. Ишима",0,0,0,0,0,1,0,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:35:36
661,663,"р. Ишим, ниже г. Ишима",0,0,0,0,0,1,0,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:36:18
662,664,"р. Тобол, в створе с. Коркино",0,1,0,1,1,1,0,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:37:19
663,665,"р. Тобол, выше г. Ялуторовска",1,1,0,0,1,1,0,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:38:31
664,666,"р. Тобол, ниже г. Ялуторовска",1,1,0,1,1,1,0,1,0,1,0,2020-03-20 00:00:00,2020-04-21 12:40:00
